covid 19 pandemic,2169
covid 19 cases,1347
due covid 19,1307
covid 19 crisis,947
fight covid 19,912
covid 19 patients,741
covid 19 lockdown,700
positive covid 19,694
next coronavirus package,671
cancelstudentdebt next coronavirus,670
urge cancelstudentdebt next,668
coronavirus package studentdebtstimulus,652
amid covid 19,638
coronavirus covid 19,608
covid 19 via,575
new york times,565
bbc news coronavirus,544
covid 19 outbreak,508
covid 19 deaths,500
uss theodore roosevelt,476
covid 19 response,468
new coronavirus cases,466
covid 19 testing,453
cases covid 19,445
response covid 19,440
package studentdebtstimulus help,438
new covid 19,436
spread covid 19,433
amid coronavirus pandemic,419
dies covid 19,405
coronavirus task force,400
died covid 19,391
covid 19 test,373
coronavirus death toll,371
ve signed petition,359
tested positive covid,336
modi address nation,330
coronavirus live updates,329
trump retweets call,325
impact covid 19,323
covid 19 update,323
april 13 2020,322
covid 19 coronavirus,308
end week wait,308
covid 19 virus,307
covid 19 death,306
petition calling theresecoffey,306
calling theresecoffey amp,306
theresecoffey amp rishisunak,306
amp rishisunak end,306
rishisunak end week,306
signed petition calling,305
week wait universal,305
wait universal credit,305
retweets call fire,299
related covid 19,280
realdonaldtrump nytimes secazar,274
tests positive coronavirus,271
pm modi address,271
george stephanopoulos tests,264
stephanopoulos tests positive,261
covid 19 relief,251
dr anthony fauci,239
theodore roosevelt dies,237
covid 19 positive,236
covid 19 case,231
recovered coronavirus patients,229
new york city,228
covid 19 new,227
covid 19 vaccine,226
post covid 19,220
fighting covid 19,218
countries best coronavirus,216
stay at home,216
tested positive coronavirus,215
common women leaders,207
prime minister boris,205
time covid 19,204
best coronavirus reponses,204
coronavirus reponses common,203
minister boris johnson,201
address nation covid,199
health care workers,195
reponses common women,194
nation covid 19,194
new cases coronavirus,190
covid 19 tests,186
trump coronavirus response,184
patients testing positive,182
deaths covid 19,182
confirmed covid 19,181
covid 19 related,179
sign petition via,178
worldwide coronavirus covid19,175
covid 19 patient,175
treat covid 19,173
karl anthony towns,172
package studentdebtstimulus hel,170
covid 19 impact,168
uk prime minister,168
covid 19 complications,167
coronavirus new york,166
number covid 19,164
covid 19 situation,163
recovered covid 19,162
covid 19 could,161
christ redeemer statue,161
call fire fauci,161
anchor george stephanopoulos,160
12 18 months,160
tests positive covid,159
2020 04 13,158
get covid 19,158
stay home stay,156
18 months away,156
us global reputation,155
global reputation hits,155
reputation hits rock,155
safe vaccine thought,155
vaccine thought 12,155
thought 12 18,155
months away emergencies,155
hits rock bottom,154
new cases covid,154
chinese communist party,153
world health organization,153
19 via youtube,153
case covid 19,152
away emergencies director,151
rock bottom trump,148
trump coronavirus task,147
coronavirus patients testing,146
bottom trump coronavirus,145
roosevelt dies coronavirus,144
death toll rises,143
amid coronavirus lockdown,143
speakerpelosi urge cancelstudentdebt,142
combat covid 19,141
johnson tested negative,140
help slow spread,139
update covid 19,138
boris johnson tested,138
president donald trump,137
south korea reports,136
