covid 19,184561
white house,11427
coronavirus pandemic,7610
19 pandemic,7535
coronavirus cases,6803
19 cases,6177
due covid,5595
new york,5558
new cases,4838
nursing homes,4385
coronavirus lockdown,4336
death toll,4279
new coronavirus,4250
boris johnson,4236
80 000,3899
cashless society,3867
via youtube,3846
positive covid,3378
social distancing,3289
post covid,3259
19 crisis,3220
new covid,3176
coronavirus outbreak,3115
may 11,2987
tested positive,2972
coronavirus crisis,2967
coronavirus response,2722
bbc news,2715
coronavirus covid19,2705
19 deaths,2697
news coronavirus,2661
19 patients,2651
coronavirus testing,2592
donald trump,2590
trump administration,2585
fight covid,2570
gon na,2436
covid19 coronavirus,2425
19 testing,2400
stay home,2390
positive coronavirus,2338
amid coronavirus,2332
fake news,2200
chinese virus,2186
coronavirus death,2178
test positive,2120
towards cashless,2110
south korea,2072
amid covid,2051
coronavirus deaths,2037
due coronavirus,2026
covid patients,1997
19 lockdown,1974
cases covid,1973
covid deaths,1966
second wave,1937
back work,1932
coronavirus covid,1876
get covid,1857
covid cases,1855
tests positive,1814
nursing home,1769
heading towards,1768
united states,1759
public health,1740
response covid,1739
president trump,1728
coronavirus patients,1709
coronavirus live,1675
19 vaccine,1673
died covid,1668
go back,1658
live updates,1624
wear masks,1608
19 response,1606
19 via,1586
elon musk,1579
face masks,1571
19 outbreak,1568
looks like,1543
coronavirus vaccine,1543
11 2020,1541
spread covid,1529
mental health,1527
year old,1522
impact covid,1512
contact tracing,1509
prime minister,1509
coronavirus update,1508
many people,1497
uk government,1461
may 2020,1438
confirmed cases,1420
19 update,1418
19 cure,1397
last week,1393
19 covert,1342
covert id,1342
id heading,1337
19 death,1318
task force,1316
towards future,1314
common sense,1294
24 hours,1284
death rate,1277
cuts funding,1260
future cashless,1260
us covid,1259
coronavirus researcher,1256
new deaths,1254
mother day,1245
19 coronavirus,1243
stay alert,1238
press conference,1236
19 test,1233
around world,1206
fight coronavirus,1193
coronavirus via,1193
trump coronavirus,1191
new post,1186
house coronavirus,1183
die covid,1182
people died,1172
bill gates,1170
health care,1169
whitehouse realdonaldtrump,1165
corona virus,1158
good news,1152
funding coronavirus,1146
join us,1143
wuhan reports,1140
cases coronavirus,1137
000 people,1122
spread coronavirus,1121
coronavirus spread,1112
19 impact,1107
new zealand,1101
need know,1099
novel coronavirus,1097
coronavirus restrictions,1094
face mask,1069
coronavirus could,1058
us coronavirus,1045
mike pence,1043
stay safe,1041
000 deaths,1038
covid alert,1036
study finds,1035
wear mask,1033
york times,1030
administration cuts,1026
south africa,1007
possible covid,998
time covid,998
every day,976
19 recovery,963
long term,963
go work,962
deaths covid,958
top story,957
help us,954
last night,946
west wing,934
trump covid,924
would like,923
reports first,921
fox news,920
19 virus,920
cases deaths,919
society know,917
jeopardizing possible,914
first time,910
covid related,908
covid test,908
dr birx,898
look like,892
tested covid,888
covid positive,887
social media,885
total cases,884
coronavirus infections,877
communist party,877
get coronavirus,869
wear face,864
alert level,862
covid death,862
joe biden,860
cure covid,857
19 relief,849
wan na,842
andrew cuomo,840
get tested,838
take covid,836
feel like,828
herd immunity,824
like covid,820
south dakota,819
vice president,816
60 minutes,814
press briefing,811
positive cases,810
dr fauci,810
health officials,808
people die,807
19 case,807
000 americans,807
19 could,807
shanghai disneyland,805
19 related,805
ask china,799
new normal,796
spreading fake,796
navajo nation,794
make sure,791
coronavirus rates,786
rates spiking,785
spiking heartland,784
moving towards,779
19 positive,778
19 infection,777
response coronavirus,776
two months,776
people covid,775
cluster since,775
pressing towards,769
return work,766
mortality rate,765
healthcare firm,757
19 restrictions,756
people dying,756
19 may,753
coronavirus briefing,749
post coronavirus,746
owen paterson,745
coronavirus numbers,743
nothing cdc,742
coronavirus test,741
coronavirus updates,739
first coronavirus,739
19 tests,739
european virus,739
number covid,738
11 may,737
president tanzania,736
know bjp,736
bjp expert,736
expert spreading,734
get back,733
news another,733
covid crisis,731
pre covid,730
19 mortality,729
firm advised,723
york city,722
died coronavirus,722
cdc trust,721
cover coronavirus,719
pm modi,716
trump says,715
another side,715
patients nursing,714
house report,712
dying covid,711
fighting covid,704
researcher jeopardizing,703
health workers,702
madagascar covid,702
new ways,698
realdonaldtrump trump,696
side mamata,691
trump abruptly,690
lifting lockdown,686
coronavirus wuhan,685
death covid,684
mamata didi,683
advised owen,682
gt gt,681
uk coronavirus,678
coronavirus tweets,678
saudi arabia,677
likely die,677
society coronavirus,675
society covid,673
133m coronavirus,672
000 dead,670
paterson 133m,667
cases reported,665
female reporters,665
people need,663
watch live,661
coronavirus attacks,659
lost jobs,658
coronavirus tests,657
covid response,656
cdc director,656
since covid,655
twitter says,654
infected covid,653
wearing masks,653
end lockdown,653
wearing mask,652
breaking news,652
at home,651
gov cuomo,649
unreleased white,649
100 000,646
testing contract,646
coronavirus us,645
anthony fauci,645
got ta,644
sent samples,644
