covid 19,156091
coronavirus pandemic,7693
19 cases,5712
coronavirus cases,5435
19 pandemic,5372
new cases,5175
due covid,4718
new york,4704
cashless society,3937
death toll,3920
coronavirus lockdown,3889
via youtube,3724
covid se,3465
new coronavirus,3079
stay home,2890
coronavirus outbreak,2876
19 deaths,2867
white house,2784
usa covid,2765
positive covid,2691
may 2020,2663
social distancing,2662
new covid,2644
porn usa,2635
coronavirus crisis,2609
covid deaths,2605
fight covid,2564
coronavirus deaths,2500
coronavirus death,2492
19 patients,2484
amid coronavirus,2438
19 crisis,2398
gon na,2356
coronavirus covid19,2218
post covid,2217
cases covid,2200
towards cashless,2151
19 lockdown,2145
due coronavirus,2141
test positive,2112
nursing home,2094
coronavirus response,2052
amid covid,2043
tested positive,2039
bbc news,2028
news coronavirus,1972
coronavirus testing,1845
heading towards,1842
coronavirus patients,1801
positive coronavirus,1800
new deaths,1773
us coronavirus,1761
died covid,1758
covid19 coronavirus,1737
24 hours,1723
confirmed cases,1720
bill gates,1703
live updates,1699
coronavirus covid,1682
coronavirus live,1679
year old,1607
19 death,1600
many people,1589
coronavirus via,1582
19 via,1567
china lied,1522
100 000,1514
nursing homes,1514
cases coronavirus,1500
total cases,1494
death rate,1464
united states,1458
get covid,1451
looks like,1445
corona virus,1435
public health,1413
19 covert,1397
covert id,1397
id heading,1393
warren buffett,1374
chinese virus,1366
donald trump,1365
towards future,1364
people died,1346
biggest political,1336
deaths covid,1326
five eyes,1321
political hoax,1308
spread covid,1304
boris johnson,1293
coronavirus hype,1293
future cashless,1291
covid cases,1288
hoax history,1288
hype biggest,1276
died coronavirus,1273
fight coronavirus,1273
world coronavirus,1270
19 outbreak,1253
herd immunity,1233
coronavirus update,1229
coronavirus tests,1186
covid patients,1177
cases deaths,1169
novel coronavirus,1140
coronavirus disease,1130
19 testing,1129
coronavirus vaccine,1126
murder hornets,1121
mental health,1116
death counts,1115
wuhan lab,1114
19 update,1112
dr fauci,1104
health care,1094
president trump,1093
face mask,1078
report says,1076
day coronavirus,1072
good news,1069
face masks,1065
stay safe,1061
coronavirus restrictions,1054
go back,1048
19 vaccine,1040
19 response,1031
spread coronavirus,1030
second wave,1025
contact tracing,1020
covid death,1020
emergency use,1019
deadliest day,1010
trump administration,1008
reveals china,1005
coronavirus could,1002
tests positive,1001
people die,1000
dossier reveals,983
people dying,982
new post,981
look like,973
around world,967
fake news,964
die covid,952
positive cases,939
response covid,937
york times,931
society know,928
back work,926
