covid 19 pandemic,5414
fight covid 19,4367
covid 19 cases,4207
positive covid 19,3934
tests positive coronavirus,3525
due covid 19,3148
bbc news coronavirus,3138
covid 19 crisis,2677
johnson admitted hospital,2450
covid 19 patients,2348
boris johnson admitted,2258
tiger bronx zoo,2123
zoo tests positive,2116
coronavirus covid 19,1908
coronavirus death toll,1893
bronx zoo tests,1864
died covid 19,1845
amid covid 19,1791
covid 19 lockdown,1688
covid 19 via,1671
tested positive covid,1639
cases covid 19,1597
tests positive covid,1523
covid 19 deaths,1496
new york city,1465
new york times,1462
covid 19 outbreak,1451
coronavirus task force,1438
tested positive coronavirus,1418
prime minister boris,1414
spread covid 19,1406
minister boris johnson,1405
new coronavirus cases,1399
covid 19 virus,1383
covid 19 testing,1231
amid coronavirus pandemic,1197
coronavirus live updates,1166
covid 19 coronavirus,1150
new covid 19,1122
pm admitted hospital,1034
admitted hospital virus,1010
response covid 19,1006
hospital virus symptoms,996
admitted hospital coronavirus,989
coronavirus pm admitted,967
stay at home,942
covid 19 death,909
hospitals list covid,895
covid 19 vaccine,892
cause death even,873
coronavirus death rate,864
get covid 19,862
covid 19 update,838
american died covid,829
another american died,827
430 000 people,823
covid 19 response,806
time covid 19,800
covid 19 test,799
tiger tests positive,782
fighting covid 19,777
dying covid 19,749
queen elizabeth ii,740
death toll rises,737
admitted hospital tests,735
covid 19 cause,723
get well soon,705
new cases coronavirus,704
covid 19 case,698
covid 19 relief,694
chief medical officer,691
boris johnson hospitalized,689
covid cdtv covid_19,688
cdtv covid_19 prior,688
sign petition via,682
zoo tested positive,670
cure covid 19,660
9बज 9म नट,652
bronx zoo tested,652
list covid 19,647
white house coronavirus,644
covid 19 patient,642
uk prime minister,635
19 cause death,625
covid 19 positive,621
covid 19 spread,617
amid coronavirus crisis,609
cdc website hospitals,599
nyc bronx zoo,598
confirmed covid 19,596
tiger nyc bronx,589
website hospitals list,588
health care workers,587
dies covid 19,586
amid coronavirus outbreak,583
covid 19 tests,574
000 people traveled,564
people traveled china,564
pm boris johnson,560
us covid 19,558
huge cdc website,550
battle covid 19,550
deaths covid 19,541
death rate low,540
bronx zoo tiger,540
since coronavirus surfaced,538
president donald trump,536
coronavirus exercise home,532
china since coronavirus,531
die covid 19,529
like covid 19,528
traveled china since,524
persistent coronavirus symptoms,521
contracting covid 19,517
covid 19 amp,515
exercise home could,515
tiger new york,515
british prime minister,515
at home order,514
death even assumed,513
impact covid 19,512
coronavirus update country_region,511
country coronavirus death,509
german exception country,508
help slow spread,506
coronavirus via youtube,505
home could banned,505
exception country coronavirus,504
new cases covid,504
case covid 19,502
covid 19 symptoms,498
treat covid 19,497
stay home stay,496
people covid 19,491
infected covid 19,487
could banned people,486
amid coronavirus lockdown,485
people flout rules,481
tested covid 19,474
testing positive coronavirus,474
covid 19 situation,468
covid 19 treatment,464
worldwide coronavirus covid19,463
covid_19 prior jorge,463
prior jorge babu,463
jorge babu manu,463
bitch carole baskin,462
banned people flout,462
navy captain removed,462
test positive coronavirus,461
even assumed caused,457
pearl harbor moment,455
positive coronavirus first,454
scotland chief medical,452
coronavirus nhs workers,451
babu manu foraprior,448
wearing bin bags,448
nhs workers wearing,447
test positive covid,446
workers wearing bin,446
covid 19 world,443
covid 19 currently,441
post covid 19,441
world health organization,436
bin bags protection,434
covid 19 new,434
treatment covid 19,433
kicker tom dempsey,431
slow spread covid19,427
jacob rees mogg,427
via namo app,426
beset denial dysfunction,425
19 via youtube,419
covid 19 really,419
covid 19 please,419
test covid 19,419
news coronavirus pm,419
spread covid19 identify,416
denial dysfunction coronavirus,416
hi purview covid,415
purview covid 19,415
currently operating reduced,415
dysfunction coronavirus raged,415
manu foraprior david,414
19 currently operating,414
operating reduced strength,414
covid19 identify risk,413
identify risk cases,412
hospital covid 19,412
carrier tests positive,412
anti parasitic drug,411
risk cases sooner,410
tom dempsey dies,410
covid 19 fight,409
cases sooner self,407
sooner self reporting,406
trump coronavirus response,403
covid 19 related,402
self reporting symptoms,401
affected covid 19,400
chinese communist party,400
us death toll,398
reporting symptoms daily,397
rees mogg firm,396
symptoms daily even,395
number covid 19,395
death toll surpasses,393
last 24 hours,392
captain removed carrier,390
removed carrier tests,390
covid 19 impact,389
virus covid 19,389
zoo new york,387
covid 19 sign,385
uss theodore roosevelt,383
response among best,383
assumed caused contri,382
queen tells uk,381
help covid 19,380
coronavirus response among,379
daily death toll,378
donald trump coronavirus,377
taiwan coronavirus response,377
coronavirus queen tells,377
among best globally,376
americans almost certainly,375
home stay safe,373
almost certainly dying,373
coronavirus live news,372
breaking foxnews alert,372
recovered covid 19,371
covid 19 5g,367
coronavirus stay at,367
support covid 19,367
covid 19 may,363
signed petition calling,363
covid 19 left,363
please stay home,362
toll surpasses 000,360
first covid 19,359
coronavirus us death,357
covid 19 india,351
certainly dying covid,349
anti malaria drug,346
home covid 19,344
covid 19 infection,344
surpasses 000 coronavirus,344
confirmed coronavirus cases,339
zoo tiger tests,339
tells uk we,339
we succeed fight,339
19 death toll,338
new york state,337
combat covid 19,337
covid 19 would,337
queen addresses uk,336
coronalockdown coronavirus covid19,335
uk we succeed,335
covid 19 many,334
know covid 19,334
covid 19 one,330
stop covid 19,330
capt brett crozier,330
next covid 19,330
19 left official,329
help fight coronavirus,328
son in law,327
death toll americans,326
coronavirus first believed,326
petition via ukchange,325
prevent covid 19,325
hospital coronavirus symptoms,325
first believed us,324
confirmed cases covid,323
petition calling borisjohnson,323
calling borisjohnson rishisunak,323
rishisunak theresecoffey help,323
theresecoffey help struggling,323
toll americans almost,322
borisjohnson rishisunak theresecoffey,322
help struggling people,322
covid 19 stay,321
new york coronavirus,319
year old man,319
new deaths total,318
beat covid 19,318
third day row,318
left official count,318
struggling people in,317
tells hospitals list,313
covid cause death,313
believed us animal,313
got covid 19,311
reduced strength might,310
strength might take,310
might take little,310
think covid 19,310
research lab wuhan,309
new cases new,308
covid 19 us,307
dies contracting covid,307
stay home save,306
covid 19 hotspot,306
coronavirus bronx zoo,306
days testing positive,305
19 testing treatment,304
cdc tells hospitals,304
petition via change,303
surgeon general warns,303
india covid 19,302
boris johnson hospital,301
trump warns lot,300
covid 19 could,300
warns lot death,298
official counts understate,298
us animal case,298
total confirmed cases,297
pandemic response team,297
task force hold,296
coronavirus crisis via,296
pm narendra modi,295
treating covid 19,295
coronavirus pandemic via,295
hardest saddest week,295
trump killing supporters,295
10 days testing,295
positive coronavirus bronx,294
sophie raworth deserted,292
raworth deserted london,292
amidst covid 19,292
at home orders,292
set make fortune,292
united states coronavirus,291
firm set make,291
death toll falls,291
new york bronx,291
york bronx zoo,291
coronavirus sophie raworth,290
legendary nfl kicker,290
even white house,290
light covid 19,289
killing supporters even,289
handling covid 19,288
bronx zoo new,288
supporters even white,288
coronavirus crisis push,287
list covid cause,286
white house insiders,286
house insiders know,286
makes covid 19,285
testing treatment free,285
covid 19 quarantine,285
symptoms covid 19,285
update covid 19,284
tom dempsey legendary,284
nfl kicker dead,284
counts understate coronavirus,284
coronavirus new york,283
pandemic covid 19,283
tests persistent coronavirus,283
since covid 19,281
defeat covid 19,280
dempsey legendary nfl,280
help stop coronavirus,279
kicker dead coronavirus,279
understate coronavirus death,279
uk response coronavirus,279
coronavirus cases rise,278
dr anthony fauci,278
treatment free 50,277
free 50 crore,277
news coronavirus queen,277
covid 19 even,277
live updates trump,276
death covid 19,276
make fortune coronavirus,276
trump coronavirus task,275
news covid 19,275
spain daily death,275
toll falls third,275
covid 19 data,274
self discipline resolve,274
covid 19 news,274
trump son in,274
covid 19 like,273
jared kushner shadow,273
covid 19 updates,272
covid 19 global,272
coronavirus spain daily,272
lord bath dies,272
coronavirus one chance,271
falls third day,271
000 covid 19,270
5g coronavirus conspiracy,270
shadow corona unit,270
one chance power,269
coronavirus bout age,269
bout age 73,269
tiger tested positive,269
govt makes covid,268
covid 19 people,268
dead coronavirus bout,268
kushner shadow corona,268
response coronavirus rare,268
home save lives,267
trump coronavirus one,266
chance power grab,266
scientists brand 5g,266
vaccine covid 19,266
50 crore pmjay,265
disease covid 19,265
crozier tests positive,265
fortune coronavirus crisis,264
unit trump son,264
risk covid 19,263
coronavirus rare broadcast,263
coronavirus scientists brand,262
brand 5g claims,262
house coronavirus task,262
corona unit trump,262
