covid,270479
coronavirus,192392
19,182313
new,44085
people,41921
trump,38851
cases,31848
pandemic,30757
us,30124
amp,28921
via,26767
deaths,25660
news,24983
like,24706
one,23783
get,23284
covid19,22707
may,21235
health,19944
realdonaldtrump,18693
world,17875
time,17626
lockdown,17250
virus,17097
vaccine,16554
would,16532
know,16524
says,16489
china,15818
could,15500
need,15076
home,14772
go,14639
death,14216
see,14117
good,14021
due,13832
back,13581
help,13579
today,13548
government,13215
work,13078
many,13025
going,12679
re,12481
first,12475
000,12324
think,12116
state,11956
day,11887
care,11662
test,11657
testing,11654
house,11593
still,11549
crisis,11304
even,11103
live,11016
patients,10934
please,10863
2020,10840
take,10525
want,10434
say,10219
uk,10097
right,10084
make,10024
india,10008
way,9985
positive,9969
well,9904
said,9886
bill,9845
really,9724
read,9647
response,9634
great,9365
year,9347
let,9224
country,9099
also,8959
post,8942
business,8795
got,8732
president,8531
the,8422
relief,8376
much,8293
support,8156
public,8088
times,8083
stay,8070
open,7836
two,7709
15,7692
spread,7590
workers,7536
last,7506
look,7482
states,7416
end,7353
never,7348
week,7339
update,7335
latest,7313
county,7223
children,7205
keep,7178
social,7129
free,7082
number,7035
must,7027
plan,6946
another,6945
total,6939
million,6932
amid,6919
every,6915
long,6871
since,6856
data,6838
stop,6751
hope,6742
life,6734
tests,6733
economy,6660
global,6640
america,6559
americans,6456
died,6409
thank,6399
dr,6360
mask,6299
everyone,6288
made,6267
fight,6253
daily,6220
chinese,6220
getting,6216
school,6205
ca,6202
york,6171
money,6134
days,6133
working,6079
ve,6076
confirmed,5959
medical,5955
article,5947
next,5925
schools,5908
face,5884
risk,5878
love,5868
homes,5841
check,5840
to,5831
tested,5804
watch,5796
man,5785
impact,5769
die,5764
reopen,5726
thing,5711
use,5689
case,5651
safe,5642
come,5640
10,5594
masks,5519
th,5508
thanks,5494
democrats,5491
youtube,5456
big,5413
media,5396
real,5378
hospital,5377
study,5370
friday,5339
businesses,5333
outbreak,5322
weeks,5287
nursing,5277
better,5258
updates,5255
away,5209
reopening,5206
video,5201
report,5191
years,5191
old,5180
give,5160
anyone,5146
covidー19,5142
rate,5106
family,5091
around,5081
sure,5073
numbers,5070
yes,5048
job,5033
flu,5018
without,5018
and,5010
put,4996
already,4942
corona,4904
in,4812
cnn,4801
claims,4792
best,4792
city,4789
hit,4762
food,4756
yet,4755
done,4753
cdc,4719
months,4691
100,4669
story,4666
find,4626
change,4616
related,4593
part,4587
believe,4581
disease,4568
toll,4498
doctors,4495
trillion,4486
govt,4454
ever,4410
co,4402
tell,4377
god,4360
someone,4354
lost,4349
call,4302
20,4298
economic,4268
pay,4264
something,4235
show,4228
top,4228
needs,4214
things,4204
high,4199
important,4197
lives,4197
trying,4195
using,4180
reports,4175
start,4168
second,4166
team,4161
vote,4155
oh,4147
far,4142
bbc,4141
na,4114
california,4094
coming,4083
white,4081
might,4076
company,4058
shit,4055
shows,4052
cure,4051
bad,4048
local,4041
kids,4031
minister,4030
future,4026
infection,4018
antibody,4012
making,4011
national,4008
american,3987
research,3962
gov,3951
person,3951
countries,3935
symptoms,3910
reported,3898
true,3889
community,3865
online,3856
cause,3849
nothing,3839
looking,3835
despite,3825
actually,3816
usa,3812
sick,3801
used,3800
quarantine,3775
everything,3771
always,3761
lot,3752
maybe,3729
thought,3718
saying,3709
of,3698
distancing,3664
month,3654
hard,3646
wrong,3623
small,3611
order,3603
market,3596
soon,3572
looks,3562
point,3552
hospitals,3548
texas,3545
staff,3536
found,3530
contact,3513
breaking,3504
information,3504
told,3483
join,3480
ll,3478
across,3451
experts,3443
dead,3433
taking,3421
infected,3421
rt,3418
left,3415
feel,3392
science,3368
14,3367
travel,3359
interesting,3353
full,3348
private,3328
protect,3326
closed,3324
restrictions,3299
mean,3299
april,3297
enough,3288
less,3278
fuck,3273
friends,3252
students,3248
seen,3238
become,3215
donald,3213
dying,3201
doctor,3197
south,3194
gop,3149
nigeria,3135
talking,3132
cut,3129
companies,3120
hey,3114
likely,3113
early,3110
residents,3085
act,3084
governor,3074
wait,3067
30,3055
london,3052
system,3051
11,3046
makes,3045
talk,3042
place,3033
recovery,3019
gt,3015
plans,3013
little,3009
12,3004
package,3003
aid,2989
human,2987
stimulus,2985
industry,2982
continue,2981
fear,2978
wear,2958
wo,2953
follow,2951
set,2950
june,2941
per,2920
issues,2918
least,2911
return,2909
jobs,2906
safety,2900
treatment,2897
leaders,2897
nhs,2889
understand,2888
pm,2873
sign,2872
together,2854
women,2846
rise,2840
situation,2837
fact,2831
truth,2827
seems,2817
march,2816
app,2814
fauci,2810
anything,2809
emergency,2808
hear,2806
share,2805
three,2803
sir,2802
remember,2792
based,2772
ready,2768
san,2758
administration,2758
called,2756
officials,2735
police,2729
warns,2726
save,2715
air,2714
almost,2711
obama,2700
whole,2699
healthcare,2697
measures,2694
close,2692
nation,2690
cuomo,2689
question,2683
sad,2682
control,2673
africa,2662
millions,2654
24,2645
fund,2638
ago,2638
gon,2637
war,2633
normal,2632
others,2627
fucking,2622
pelosi,2621
party,2616
drug,2615
biden,2614
mental,2610
fighting,2608
power,2607
pass,2600
wants,2597
listen,2591
wuhan,2591
official,2586
ask,2580
sales,2565
united,2553
hi,2550
non,2549
fake,2549
kill,2543
possible,2540
given,2537
linked,2531
ppe,2530
funds,2529
learn,2526
behind,2522
rules,2513
gates,2509
catch,2499
opening,2495
wonder,2483
immunity,2482
move,2474
shut,2468
child,2465
increase,2463
law,2458
past,2453
16,2450
florida,2448
came,2446
families,2445
link,2443
gets,2443
leave,2438
services,2415
probably,2410
patient,2409
woman,2407
happy,2404
low,2403
stupid,2403
different,2403
federal,2396
key,2391
self,2389
whitehouse,2389
lol,2379
europe,2378
financial,2361
idea,2361
recovered,2359
term,2355
3t,2354
started,2348
hours,2347
hell,2345
alert,2345
retail,2342
able,2340
population,2339
advice,2333
sports,2331
reporting,2327
worst,2325
political,2322
funding,2322
problem,2319
results,2319
wearing,2314
failed,2309
brazil,2306
infections,2305
course,2302
scientists,2301
potus,2299
wow,2296
society,2296
yeah,2292
calls,2290
wave,2289
available,2289
employees,2287
force,2282
six,2280
deal,2280
group,2278
current,2278
canada,2277
education,2274
trust,2274
reason,2269
helping,2267
guidance,2266
billion,2263
yesterday,2261
black,2251
it,2233
affected,2226
try,2225
fox,2223
50,2223
essential,2223
thread,2220
run,2219
tracing,2215
foxnews,2207
on,2196
age,2195
members,2192
an,2189
means,2185
single,2184
including,2175
passes,2171
fall,2170
webinar,2163
tax,2162
pre,2160
restaurants,2156
allow,2151
guy,2139
sorry,2139
poor,2136
at,2132
ok,2132
diego,2130
anti,2126
finally,2116
worse,2115
provide,2112
vaccines,2110
lies,2094
hold,2093
agree,2092
virtual,2091
living,2078
thinking,2073
record,2072
republicans,2070
demand,2069
heart,2067
line,2065
narendramodi,2065
taken,2064
ways,2057
head,2053
hands,2052
press,2048
went,2047
summer,2046
parents,2045
farmers,2045
giving,2044
fda,2043
history,2043
cost,2042
morning,2040
special,2038
13,2037
evidence,2035
speed,2035
insurance,2033
half,2026
happen,2024
threat,2024
list,2023
tweet,2020
five,2020
lockdowns,2020
for,2019
issue,2019
caused,2017
wish,2016
policy,2009
though,2008
service,2006
office,2000
leadership,1998
play,1995
sweden,1993
count,1993
no,1991
announces,1989
among,1987
else,1986
ny,1984
killed,1983
sense,1981
higher,1976
18,1974
happened,1971
nytimes,1970
amazing,1965
according,1964
weekend,1962
england,1961
guys,1959
comes,1955
major,1953
tips,1951
clear,1951
questions,1950
season,1947
unemployment,1945
blame,1945
you,1942
restaurant,1933
devos,1933
cov,1931
release,1931
thousands,1930
twitter,1930
announced,1926
religious,1926
took,1926
young,1925
absolutely,1920
dies,1918
instead,1916
heroes,1914
congress,1913
is,1913
expert,1909
rest,1909
action,1906
guess,1904
biggest,1903
program,1898
amazon,1890
personal,1888
following,1885
spreading,1880
highest,1876
friend,1873
heard,1863
piece,1862
johnson,1861
reality,1857
digital,1855
continues,1854
lead,1852
kind,1850
journal,1850
sent,1849
especially,1848
russia,1846
blog,1842
we,1840
dear,1834
exactly,1833
department,1831
figures,1831
hydroxychloroquine,1830
dems,1826
blood,1817
university,1814
towards,1814
boris,1814
nyc,1812
nearly,1810
game,1810
international,1807
mr,1807
common,1806
huge,1803
stock,1802
message,1801
court,1799
researchers,1798
strategy,1797
inside,1795
gone,1791
push,1790
front,1790
released,1789
four,1788
leading,1785
needed,1785
class,1784
negative,1779
changes,1778
pure,1778
lie,1773
running,1770
proud,1767
imagine,1763
bank,1761
voting,1761
nice,1761
bring,1760
efforts,1758
germany,1757
teachers,1754
goes,1753
several,1747
drive,1747
analysis,1745
senate,1742
happening,1740
outside,1738
mayor,1737
access,1736
chief,1732
hate,1724
name,1719
works,1719
mind,1719
hand,1714
seeing,1713
military,1710
guidelines,1710
night,1707
seriously,1707
leader,1706
area,1705
deadly,1704
gives,1702
asked,1701
pretty,1699
store,1698
90,1697
joe,1697
potential,1696
damn,1689
send,1689
miss,1688
debt,1686
result,1684
killing,1683
500,1680
published,1680
worth,1679
finds,1677
nurse,1676
nurses,1675
serious,1671
takes,1665
source,1664
along,1663
citizens,1655
light,1651
orders,1649
all,1645
washington,1644
calling,1635
allowed,1635
covid_19,1634
forward,1633
water,1632
cancer,1632
red,1632
turn,1627
resources,1623
194,1617
supervisor,1617
mass,1616
knew,1614
general,1613
politics,1613
handling,1613
australia,1612
focus,1608
warning,1608
level,1606
center,1604
starting,1603
republican,1601
survey,1600
project,1598
saw,1596
body,1593
illness,1593
former,1592
phase,1590
trade,1589
briefing,1586
avoid,1586
discuss,1585
opinion,1584
cover,1579
reuters,1578
healthy,1575
pa,1572
italy,1571
critical,1567
epidemic,1567
matter,1564
donate,1564
dangerous,1563
created,1560
waiting,1559
staying,1556
facts,1553
tech,1542
union,1541
records,1538
prevent,1535
experience,1534
nygovcuomo,1534
85,1533
buy,1533
exposed,1532
ass,1532
forced,1531
ppl,1530
technology,1530
pakistan,1530
chance,1529
indian,1526
election,1523
car,1520
visit,1518
japan,1518
eu,1517
this,1517
massive,1516
80,1516
west,1514
opportunity,1514
literally,1513
development,1512
watching,1512
vulnerable,1510
asking,1509
campaign,1508
isolation,1507
event,1507
north,1505
michigan,1504
currently,1504
piersmorgan,1504
be,1501
dont,1500
lying,1498
learning,1495
security,1494
joebiden,1492
barber,1492
speakerpelosi,1491
st,1490
abbott,1487
tells,1487
recent,1485
communities,1484
short,1484
zero,1483
decision,1479
ai,1479
effective,1476
leads,1476
treat,1474
knows,1473
art,1471
active,1471
rates,1470
mark,1469
2nd,1468
ones,1466
bc,1465
answer,1459
monday,1458
cities,1458
wake,1454
info,1453
ceo,1452
men,1452
borisjohnson,1452
town,1449
25,1449
moment,1449
longer,1449
large,1446
petition,1443
conspiracy,1441
helped,1438
begin,1437
changed,1434
warp,1433
up,1433
stand,1433
date,1431
ahead,1429
im,1429
paid,1427
slovenia,1427
folks,1427
develop,1426
words,1424
bit,1422
showing,1421
remote,1419
false,1418
late,1418
meet,1418
operation,1417
series,1417
centre,1416
challenges,1416
hair,1414
side,1411
college,1406
40,1404
reading,1404
vs,1403
putting,1402
novel,1402
forget,1400
sector,1394
elderly,1394
later,1393
street,1389
passed,1389
facing,1388
concerns,1383
crazy,1382
france,1378
wanted,1375
rather,1373
telling,1372
supply,1371
fast,1367
brought,1365
guardian,1362
planning,1361
mexico,1361
climate,1360
60,1359
space,1359
create,1357
whether,1357
suggests,1356
responsible,1354
